track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,"54,042",75.0,"428,290,193",2.0,,2.0,"27,653","697,563",100,2,0,17,12,26,44,15,44,31,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7
Spinnin,Connor Price,4,2022,10,21,"49,659",63.0,"164,206,429",1.0,,,,"776,674",182,6,1,93,45,10,68,1,81,16,https://i.scdn.co/image/ab67616d0000b27348113e42e6364509694507d2
Baby Shark,Super Simple Songs,1,2017,3,24,"4,005",55.0,"53,980,875",2.0,,2.0,"2,138","21,831",141,4,0,95,46,100,94,22,42,27,https://i.scdn.co/image/ab67616d0000b273a16cb714df63d7e873605b6c
BARBIEZ,Fuerza Regida,3,2023,10,20,"6,289",,"90,149,537",10.0,,2.0,318,"333,572",191,7,1,86,80,7,50,97,97,69,https://i.scdn.co/image/ab67616d0000b273ad57982065339f7dc2058efe
Coladin,Zï¿½ï¿½ Vaqu,4,2022,10,27,"5,563",62.0,"68,110,254",13.0,,25.0,"498,753","71,663",199,11,1,10,75,10,64,29,45,47,
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,2,2019,2,4,"8,746",59.0,"84,890,640",17.0,,,,"141,007",88,7,1,61,6,87,53,9,62,53,https://i.scdn.co/image/ab67616d0000b273aae447f2cdb31024a4cd4f1d
Los Botones Azules,Junior H,2,2022,2,11,"35,760",70.0,"409,608,018",17.0,,3.0,"173,358","522,412",194,6,1,83,50,29,55,64,0,41,https://i.scdn.co/image/ab67616d0000b273f0aa183c41ae765922dc9eb7
All By Myself,Alok,4,2022,10,7,"23,576",68.0,"153,478,699",66.0,,74.0,"2,068,935","1,187,709",73,5,1,18,2,93,93,21,58,35,https://i.scdn.co/image/ab67616d0000b273aaf796449ef2b13ba82353bb
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,4,2022,3,2,285,7.0,"302,568",,,,,,71,1,1,99,49,14,81,51,62,65,
Joli bï¿½ï¿,Naza,1,2020,9,11,"35,653",57.0,"131,677,140",28.0,,13.0,"168,510","1,009,225",158,5,0,89,25,55,71,55,78,30,
Time of Our Lives,Pitbull,4,2014,11,17,"203,125",79.0,"1,283,683,926",140.0,,55.0,"140,012","8,020,959",192,11,1,73,30,34,89,32,17,64,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7
Blood // Water,grandson,1,2017,10,27,"132,079",68.0,"658,966,178",10.0,,19.0,"142,206",,140,10,0,23,99,38,39,88,85,2,https://i.scdn.co/image/ab67616d0000b27397d11a89e5fd70347099f7c9
Famous Hoes,NLE Choppa,3,2019,12,10,"37,176",54.0,"126,680,278",3.0,,3.0,"7,366","225,260",165,8,0,12,61,23,57,85,81,12,https://i.scdn.co/image/ab67616d0000b2733ae711b1307b647a1d59f3e8
AMOR PROPIO,Grupo Frontera,1,2023,10,19,"3,988",,"59,582,290",4.0,,6.0,"7,084,186","181,211",91,1,0,45,25,7,14,79,64,30,https://i.scdn.co/image/ab67616d0000b2736c8aadc4c87b4799b7474020
Wreckage,Pearl Jam,4,2024,4,17,887,,"6,247,901",20.0,,5.0,"199,564","83,381",133,0,0,52,66,42,18,29,19,28,https://i.scdn.co/image/ab67616d0000b2736fcdcbbd9cae9001ca5b20d5
This Town,Niall Horan,4,2016,9,29,"107,486",74.0,"957,810,500",104.0,,28.0,"109,552","5,142,901",140,10,0,97,54,41,9,81,55,56,https://i.scdn.co/image/ab67616d0000b2735bac234d5511248b248caf36
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,3,2022,4,28,"24,137",62.0,"181,659,395",53.0,,29.0,"602,060","1,366,573",128,4,0,28,27,83,87,23,53,32,
Lil Bit,Nelly,4,2020,10,23,"40,989",61.0,"250,828,412",47.0,,3.0,78,"1,557,518",104,10,1,35,43,40,15,4,47,52,https://i.scdn.co/image/ab67616d0000b27395a25a5b79a59eba1c8f93ee
Nenas,Anni K,4,2022,11,25,5,10.0,"22,362",,,,,,165,5,1,70,80,46,42,52,99,9,https://i.scdn.co/image/ab67616d0000b273722285d5bd16f08e72f6b01f
Rainy Days,V,2,2023,8,11,"10,383",70.0,"253,540,909",4.0,,7.0,"115,953","258,925",196,2,1,93,37,25,30,100,53,62,https://i.scdn.co/image/ab67616d0000b2732f1a5b69c2bd76474bca8035
Disaster,KSLV Noh,2,2021,6,21,"72,424",65.0,"258,379,092",12.0,,2.0,"83,044","1,139,004",159,7,0,16,29,51,15,54,88,72,https://i.scdn.co/image/ab67616d0000b2731115e7ebc1eae4e6b9027de6
Feelings,Sumit Goswami,3,2020,7,7,"4,380",54.0,"42,067,554",,,,,"125,809",68,6,0,47,65,87,79,22,15,64,https://i.scdn.co/image/ab67616d0000b27389b0f194917aa7ec139a15f3
Trouble With A Heartbreak,Jason Aldean,1,2022,1,14,"10,962",4.0,"54,488,988",,,1.0,"8,054",,121,1,0,76,7,21,27,90,19,100,https://i.scdn.co/image/ab67616d0000b2730cd5edd01d035b00da1e9c33
Los Collares,Oscar Maydon,2,2022,9,30,"23,892",72.0,"332,741,927",5.0,,,,"332,463",88,11,1,23,13,4,61,75,46,95,https://i.scdn.co/image/ab67616d0000b27371e48066d73a7a48d40de358
BLAQ ON BLAQ (feat. Luciano),HoodBlaq,1,2024,5,30,"1,347",70.0,"8,033,479",11.0,,6.0,"2,740,152","11,608",184,6,1,53,100,14,19,9,96,96,https://i.scdn.co/image/ab67616d0000b273ec87b26cf2cad86d8ab204bd
Memories (feat. Kid Cudi),Kid Cudi,4,2008,12,5,"261,469",63.0,"923,932,404",64.0,,62.0,"1,176,459","8,619,668",173,0,1,94,98,35,34,97,6,1,https://i.scdn.co/image/ab67616d0000b2731813115ff10c5f5ae028321d
It's That Time,Marlon Hoffstadt,2,2023,4,21,"28,087",62.0,"29,365,536",4.0,,4.0,"84,348","343,152",193,8,0,90,61,100,58,32,22,1,https://i.scdn.co/image/ab67616d0000b27331f60a0ce2b1c6588d80877d
Do Not Climb,Claps,3,2023,3,16,11,,"2,723",,,,,,179,6,0,84,74,62,8,79,74,68,https://i.scdn.co/image/ab67616d0000b2736199c6a57a7d6f0c08791c8d
Mï¿½ï¿½lanine (feat. Were,Heuss L'enfoirï¿,3,2024,5,3,"1,528",71.0,"14,500,608",18.0,,16.0,"18,340,167","201,571",138,5,0,0,62,92,9,92,32,73,
Bakkal Amca,Kukuli,3,2021,5,10,850,36.0,"5,755,295",,,,,"22,228",152,1,1,78,78,78,44,61,39,36,https://i.scdn.co/image/ab67616d0000b27369c1380f21139c6b28ba7430
Martes 13,Luis R Conriquez,2,2024,5,17,967,,"12,809,544",7.0,,1.0,"33,919","55,391",63,2,0,66,65,90,81,81,4,1,https://i.scdn.co/image/ab67616d0000b273e3bf39394bc52c99af3bd3ed
Jom ka du me tï¿½ï¿,Dafina Zeqiri,1,2024,5,31,208,57.0,"1,196,257",2.0,,,,"7,750",141,0,0,5,100,48,14,26,44,60,
BellaBella,Vanco,4,2017,2,23,12,1.0,"3,835",,,,,,134,9,0,77,95,54,29,6,40,39,https://i.scdn.co/image/ab67616d0000b273d51ed6056e0ca6372c0ef099
Long Journey,Rod Wave,1,2023,9,15,"6,248",,"26,215,354",2.0,,,,"172,649",73,4,0,54,39,71,47,99,7,62,https://i.scdn.co/image/ab67616d0000b273bbf846cc2675b6baabc42000
Die A Happy Man,Thomas Rhett,1,2015,1,1,"53,548",66.0,"622,198,235",56.0,,13.0,"16,131","2,864,850",190,8,1,37,12,59,95,26,80,24,https://i.scdn.co/image/ab67616d0000b273f00a1acf866539632b187ea0
Dah Dah DahDah,Nardo Wick,4,2022,7,22,"53,038",63.0,"142,262,820",18.0,,3.0,"25,942",,173,5,1,32,16,56,39,73,81,37,https://i.scdn.co/image/ab67616d0000b273b61d76c602c6234f937446c4
Cab In A Solo,Scotty McCreery,4,2023,8,18,"2,375",55.0,"11,614,161",3.0,,,,"311,403",121,4,0,7,14,28,90,9,49,36,https://i.scdn.co/image/ab67616d0000b273ef57725244e0bb66804081ac
Sï¿½ï¿½,Anuel AA,2,2021,11,18,"45,002",57.0,"200,764,254",35.0,,4.0,"42,446","447,896",165,11,0,89,32,18,90,74,90,81,
Bachke Bachke (feat. Yarah),Karan Aujla,2,2023,8,18,"6,899",61.0,"53,303,131",3.0,,,,"88,579",123,2,1,78,15,94,82,56,30,26,https://i.scdn.co/image/ab67616d0000b273bb25239324c4e16ae01fda36
Fed Up,Ghostemane,2,2020,10,21,"71,843",64.0,"219,841,054",3.0,,1.0,"18,907","1,998,537",161,4,1,77,12,72,73,29,3,83,https://i.scdn.co/image/ab67616d0000b273d2d74feea8cc2b317638969b
Slide,H.E.R.,2,2019,9,27,"50,674",53.0,"224,529,894",43.0,,13.0,"19,900","2,404,340",165,7,0,19,85,9,43,2,65,49,https://i.scdn.co/image/ab67616d0000b273d4db1fd0f9eccb93a9e75639
"Udd Jaa Kaale Kaava (From ""Gadar 2"")",Udit Narayan,2,2023,6,29,392,,"4,527,224",4.0,,,,"24,030",79,11,1,54,22,100,45,28,55,33,https://i.scdn.co/image/ab67616d0000b273ff699e54e092b148a02d6cb1
Be The One,Eli Brown,4,2023,3,31,"34,283",67.0,"75,309,953",20.0,,14.0,"152,042","330,883",117,1,1,47,35,9,5,13,4,43,https://i.scdn.co/image/ab67616d0000b2734a45c48384d56af3a32b43c6
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,1,2024,5,24,"1,675",73.0,"13,330,547",23.0,,13.0,"359,329","18,299",171,4,0,82,42,96,23,76,80,71,https://i.scdn.co/image/ab67616d0000b273df51a3d66223e5b01813e0c4
This City,Sam Fischer,2,2018,1,19,"74,321",63.0,"633,467,655",109.0,,44.0,"297,171","1,565,404",116,5,1,55,49,88,72,82,53,3,https://i.scdn.co/image/ab67616d0000b27370e6c775adc0f71e6bef0a9b
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,2,2023,4,7,"15,020",65.0,"131,981,248",8.0,,12.0,"221,427","99,846",178,9,1,96,73,56,90,24,95,93,
Last Time I Saw You,Nicki Minaj,1,2023,9,1,"12,490",,"66,513,420",27.0,,13.0,"357,821","356,162",156,7,1,99,80,53,6,9,92,51,https://i.scdn.co/image/ab67616d0000b2731d1d4f7a89b4dc815a7c661b
Precision,Big Sean,2,2024,3,22,"2,152",,"7,569,031",23.0,,8.0,"112,913","123,954",151,7,1,87,93,55,5,78,79,54,https://i.scdn.co/image/ab67616d0000b273cb470f4fdecc6d0124b0192b
Did Me Wrong,A Boogie Wit da Hoodie,1,2023,9,8,"13,096",,"32,916,107",5.0,,,,"370,210",111,4,0,9,12,67,32,91,0,99,https://i.scdn.co/image/ab67616d0000b27359e749d5e7ccc0aa7f73d7b6
Cry No More (feat. Tay Keith),Headie One,1,2024,4,19,"3,148",,"13,712,090",14.0,,18.0,"1,746,831","158,997",96,8,1,51,29,68,84,48,75,72,https://i.scdn.co/image/ab67616d0000b273b704ec9f9085510b34ce1185
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),Jeff Satur,4,2022,9,23,"6,516",52.0,"41,494,349",11.0,,,,"76,255",67,3,1,49,56,86,37,37,82,11,
Get Back,Pop Smoke,3,2020,2,7,"123,588",64.0,"355,137,565",7.0,,3.0,"1,969","1,086,060",103,11,0,33,29,54,43,70,72,13,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1
Panic Room,Au/Ra,4,2018,2,9,"54,160",63.0,"256,361,762",26.0,,12.0,"58,691","747,708",157,8,1,35,70,68,16,13,60,34,https://i.scdn.co/image/ab67616d0000b2737cbd52d55d79391b9ea54f88
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,3,2022,8,16,"1,599",,"5,101,261",,,,,,192,10,0,60,9,71,30,29,6,5,
2002,Anne-Marie,3,2018,7,20,116,,,,,,,,177,6,0,99,98,80,36,39,29,46,https://i.scdn.co/image/ab67616d0000b27338aae75dc37fb42457866ffd
Baila Conmigo (feat. Kelly Ruiz),Dayvi,3,2018,12,28,"76,682",62.0,"417,257,612",71.0,,30.0,"1,207,372","5,980,614",128,5,1,15,65,0,10,11,14,22,https://i.scdn.co/image/ab67616d0000b273c86fdfc227d346db14824373
Problemas de um Milionï¿½ï¿,WIU,2,2024,4,10,"3,323",74.0,"34,042,262",7.0,,19.0,"12,759,549","71,762",104,3,1,78,93,11,91,91,3,67,
Noticed,Lil Mosey,4,2018,7,20,"114,135",65.0,"727,014,998",13.0,,16.0,"43,022","1,122,407",196,1,1,17,82,34,4,13,62,64,https://i.scdn.co/image/ab67616d0000b273db953460d6de87c6d6788cb5
Shoota (feat. Lil Uzi Vert),Playboi Carti,3,2018,5,11,"165,691",70.0,"686,323,132",48.0,,7.0,"18,702","964,881",91,7,1,70,38,77,63,0,69,58,https://i.scdn.co/image/ab67616d0000b273a1e867d40e7bb29ced5c0194
Happy Birthday,Jovanie,1,2019,3,22,449,3.0,"37,866",,,,,"60,542",92,5,1,46,36,81,75,67,37,8,https://i.scdn.co/image/ab67616d0000b2736942804ed30412ba622b95a3
The Greatest,Sia,2,2016,1,1,"66,668",62.0,"669,427,500",49.0,,35.0,"195,266",,185,11,0,85,2,73,2,48,46,57,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
Ignite,Alan Walker,4,2018,5,11,"61,901",64.0,"339,954,855",14.0,,6.0,"77,388","2,570,303",126,2,1,31,88,78,55,17,59,47,https://i.scdn.co/image/ab67616d0000b273eaee7835ad1cd0c435edd7cf
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,3,2021,8,27,"71,478",53.0,"172,558,590",49.0,,14.0,"547,022","851,112",89,6,0,42,33,32,62,35,98,62,https://i.scdn.co/image/ab67616d0000b2737d3b8c6a03b44864868f6834
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,1,2023,9,21,408,,"1,880,312",,,,,"10,918",173,9,1,82,85,82,37,63,1,8,
Vette Motors,YoungBoy Never Broke Again,4,2022,6,10,"16,202",19.0,"80,585,683",3.0,,1.0,"4,717",,88,6,0,39,37,97,53,95,68,43,https://i.scdn.co/image/ab67616d0000b2738040b02e84bbe74b846286e8
Only Fine Girl,Spyro,4,2023,9,29,513,,"2,490,826",3.0,,,,"224,804",190,5,1,64,13,24,1,27,7,45,https://i.scdn.co/image/ab67616d0000b273c5f6b6e3d7a9ec86264fcb6e
EVIL EMPIRE,Lil Mabu,2,2024,4,5,765,,"6,097,493",,,,,"56,295",89,1,1,34,63,15,89,91,50,14,https://i.scdn.co/image/ab67616d0000b273f40dbf8b8daf2f1399111b43
Overwhelmed,Royal & the Serpent,4,2020,6,26,"49,325",62.0,"189,175,699",14.0,,6.0,"74,359","1,456,206",196,7,1,68,38,7,1,31,93,87,https://i.scdn.co/image/ab67616d0000b273d57915095d17d43214c92863
Good as Hell,Lizzo,2,2016,3,9,"76,581",66.0,"627,625,151",41.0,,36.0,"605,881","5,017,737",189,0,1,49,53,34,11,71,18,52,https://i.scdn.co/image/ab67616d0000b273bf7d271b8f3051af3cf0bf55
Caroline,Aminï¿,3,2016,3,9,"121,158",64.0,"761,038,233",129.0,,18.0,"61,319","3,258,289",121,0,1,11,1,84,39,24,93,47,
Mon ami,Tiesco le sultan,2,2023,10,10,3,,"9,452",,,,,"19,456",62,5,0,75,95,82,1,46,30,71,https://i.scdn.co/image/ab67616d0000b2733e1a36aa565b59012865b944
Zombie Dance with New DB Heroes,D Billions,1,2023,12,8,4,,"37,396",,,,,,127,4,1,84,42,45,79,19,79,91,https://i.scdn.co/image/ab67616d0000b2733effc77a5a099c3074527d4e
Adictiva,Daddy Yankee,2,2018,11,9,"50,261",62.0,"428,271,245",34.0,,25.0,"158,052","1,097,094",84,8,1,57,52,10,93,32,21,41,https://i.scdn.co/image/ab67616d0000b27325f29273ec5e0bf6fae1eac6
Kitsch,IVE,1,2023,3,27,"12,540",64.0,"146,489,854",16.0,,1.0,35,"227,734",103,11,1,82,2,60,56,29,32,16,https://i.scdn.co/image/ab67616d0000b27325ef3cec1eceefd4db2f91c8
Rewrite The Stars,Zac Efron,2,2017,11,17,"89,520",67.0,"989,608,207",42.0,,10.0,"9,859","1,889,560",114,6,0,62,40,43,46,36,85,34,https://i.scdn.co/image/ab67616d0000b273d44e723b677380dfbc899bcd
Hype Boy,NewJeans,4,2022,8,1,"37,204",74.0,"541,018,402",32.0,,4.0,"10,871","474,609",196,1,1,72,7,10,35,79,71,30,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
Enchanted (Taylor's Version),Taylor Swift,3,2023,7,7,"23,393",75.0,"285,889,664",23.0,,2.0,"398,036","326,834",189,11,0,48,89,10,3,52,36,3,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
GUCCI LOS PAï¿½ï,KAROL G,1,2023,2,24,"8,049",67.0,"121,721,506",10.0,,1.0,"1,666","426,324",100,6,1,35,95,21,74,88,11,47,
Legends Never Die,League of Legends,2,2017,9,15,"93,643",70.0,"595,564,275",5.0,,6.0,"48,476","1,393,802",123,2,0,53,74,84,23,73,68,13,https://i.scdn.co/image/ab67616d0000b273cb5ec46d6f1d2cf8d36d3663
BLEED,The Kid LAROI,2,2023,11,3,"16,789",,"66,555,473",19.0,,19.0,"180,096","127,972",90,0,1,46,62,90,81,68,63,24,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
IDGAF,Lucixn,2,2023,2,13,1,,"1,577,904,955",,,,,,106,10,1,31,64,81,90,7,24,45,
Michi Teyu Ku (Overflowing),Fujii Kaze,4,2024,3,14,"1,766",69.0,"33,845,527",27.0,,1.0,"9,615","109,995",189,7,0,98,78,61,100,96,53,47,https://i.scdn.co/image/ab67616d0000b27336f72e16774f67f6a4df173d
Desde Esa Noche,Thalia,4,2016,1,29,"25,025",59.0,"322,003,779",27.0,,19.0,"31,834","1,636,139",155,11,1,94,3,47,61,100,28,39,https://i.scdn.co/image/ab67616d0000b273ce90428338a0aa1511399d20
SOS (feat. Aloe Blacc),Avicii,1,2019,4,10,"99,429",66.0,"763,658,190",143.0,,163.0,"847,295","4,054,017",136,2,0,52,67,93,1,0,12,49,https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5
Pulsar Bike,Bheems Ceciroleo,1,2023,1,7,"1,308",27.0,"39,057,770",,,,,"16,986",169,10,1,31,91,62,14,94,25,6,https://i.scdn.co/image/ab67616d0000b2737bac5c7ce48edefc8cc2c381
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,4,2020,9,25,"79,755",63.0,"278,032,053",58.0,,21.0,"21,659","1,765,806",128,7,1,61,9,50,74,6,21,94,https://i.scdn.co/image/ab67616d0000b27370f2ab5608885749f7210b5f
Kya Baat Ay,Harrdy Sandhu,1,2018,9,24,"10,885",60.0,"115,373,265",11.0,,1.0,"1,097","297,728",117,6,0,36,74,44,90,61,92,59,https://i.scdn.co/image/ab67616d0000b27331cc2963f1615892af6a9f93
Do not touch,MISAMO,3,2023,7,14,"8,260",57.0,"65,157,999",7.0,,1.0,"15,087","121,995",165,11,1,95,49,32,48,86,75,34,https://i.scdn.co/image/ab67616d0000b2735babc6b49ac8a93fc5fc464a
PERSIAN RUGS,PARTYNEXTDOOR,3,2020,10,16,"35,421",65.0,"113,153,819",21.0,,3.0,"1,596","97,523",103,1,0,100,22,84,86,57,91,62,https://i.scdn.co/image/ab67616d0000b27315054d6a444288d6d0c03e91
Romeo Juliet - Title Song,Akassh,4,2024,3,12,13,,"15,619",,,,,"3,539",133,0,0,37,60,59,34,87,72,19,https://i.scdn.co/image/ab67616d0000b27354c4e5e7761ea4db90b42994
Ambition For Cash,Key Glock,1,2021,10,1,"79,303",70.0,"315,336,758",30.0,,3.0,"7,312","1,286,750",115,6,1,29,46,1,93,77,9,15,https://i.scdn.co/image/ab67616d0000b27366365ff312ca2679804342db
En Peligro de Extinciï¿½,La Adictiva,2,2018,5,13,"20,307",65.0,"310,742,518",10.0,,2.0,"10,405","1,171,550",186,0,1,57,2,12,46,86,47,21,
Besito,Soy Pau,3,2023,7,8,458,50.0,"6,220,250",,,,,"16,531",89,5,1,31,16,65,23,72,41,35,https://i.scdn.co/image/ab67616d0000b2736d8c930a3338d7fa072a806a
ýýýýýý,ýýýýýýýýýýýý,4,2024,1,5,"4,120",70.0,"46,945,798",24.0,,1.0,"20,798","161,457",130,10,0,65,21,56,82,7,89,18,
Be Kind (with Halsey),Marshmello,1,2020,1,17,"67,417",67.0,"664,972,754",139.0,,40.0,"340,692","3,200,345",177,9,0,50,90,42,59,63,99,1,https://i.scdn.co/image/ab67616d0000b273fdf2e993e10e67396b3bf759
I GOT YOU,TWICE,4,2024,2,2,"3,500",13.0,"56,463,608",6.0,,7.0,"212,210","90,979",114,10,1,10,15,44,92,7,58,67,https://i.scdn.co/image/ab67616d0000b273d6a4458287c74322874a3d70
Zukunft Pink (feat. Inï¿½ï,Peter Fox,2,2022,10,20,"43,947",58.0,"131,713,257",17.0,,10.0,"891,590","638,655",126,9,0,58,79,30,76,2,52,97,
CCC,Michelle Maciel,3,2023,5,5,"15,475",67.0,"205,855,278",12.0,,10.0,"1,530,824","594,542",62,7,0,19,2,9,47,57,39,6,https://i.scdn.co/image/ab67616d0000b2730261cf752d4a09765530439a
Dime,El Malilla,4,2024,4,15,"1,248",75.0,"40,072,883",8.0,,5.0,"308,308","50,238",85,6,0,36,51,22,22,31,74,46,https://i.scdn.co/image/ab67616d0000b2731cafd32fdda2bb7834156c14
Do you like yogurt,Pierce,4,2023,3,3,3,1.0,"2,508",,,,,75,116,3,0,72,32,85,11,67,61,48,https://i.scdn.co/image/ab67616d0000b273d2c7b2159f7e2b5eef84bbfc
Electric Love,Bï¿½ï¿,4,2014,11,10,"190,953",75.0,"1,088,889,743",91.0,,19.0,"10,937","3,713,524",185,0,1,48,41,28,40,48,5,77,
MR. OCTOBER,Bad Bunny,2,2023,10,13,"16,712",,"95,925,842",4.0,,1.0,"171,943","77,503",112,0,1,18,1,96,28,37,3,42,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
I Can Fix Him (No Really I Can),Taylor Swift,4,2024,4,18,"2,336",,"92,296,736",9.0,,4.0,"232,212","12,812",102,3,1,54,38,30,69,1,90,31,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Kï¿½ï¿½,Mabel Matiz,2,2024,5,10,648,70.0,"13,060,347",,,4.0,"1,583,761",,108,4,0,39,45,77,50,8,54,16,
Jee Ni Lagda,Karan Aujla,2,2023,8,18,"7,404",62.0,"56,798,458",9.0,,,,"74,830",101,11,0,6,47,73,22,45,87,100,https://i.scdn.co/image/ab67616d0000b273bb25239324c4e16ae01fda36
Sudden Shower,Eclipse,2,2024,4,8,"1,093",75.0,"25,974,901",17.0,,,,"122,206",70,6,0,4,26,17,30,64,68,13,https://i.scdn.co/image/ab67616d0000b273921b098ead845a5456339f8a
Nira Ishq,Guri,3,2019,2,21,"5,921",61.0,"102,266,938",3.0,,,,"319,625",162,3,0,41,14,10,20,48,2,80,https://i.scdn.co/image/ab67616d0000b27338bd899124cfe0c092d08eda
lo que hay x aquï¿,Rels B,3,2023,3,10,"28,508",73.0,"223,617,742",4.0,,3.0,"26,281","409,658",157,9,1,87,6,46,23,74,6,31,https://i.scdn.co/image/ab67616d0000b27385acf6becb994eb3cf3edd15
Los Cachos,Piso 21,4,2022,7,8,"27,199",63.0,"281,927,185",11.0,,18.0,"1,838,124","685,597",144,11,0,47,56,2,71,28,87,59,https://i.scdn.co/image/ab67616d0000b273d7079d75e4e0c3959ca46e23
Jugnu,Badshah,4,2021,10,26,"11,105",61.0,"162,005,746",15.0,,1.0,509,"268,778",159,0,0,6,41,1,8,89,85,59,https://i.scdn.co/image/ab67616d0000b273efe374ffabeb543840dee228
NADIE SABE,Bad Bunny,3,2023,10,13,"16,215",,"86,588,767",4.0,,2.0,"113,738","173,314",163,10,1,10,8,53,21,90,11,51,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
nE !?,Lvbel C5,1,2024,4,12,"1,698",71.0,"24,176,156",4.0,,1.0,"1,566,667","174,070",105,9,1,72,5,71,3,28,98,65,https://i.scdn.co/image/ab67616d0000b273bde27f666d136d4c7e6e71a9
Graduation (with Juice WRLD),benny blanco,3,2019,8,30,"63,452",58.0,"358,055,646",29.0,,6.0,"38,755","761,157",103,6,1,48,56,30,76,32,16,3,https://i.scdn.co/image/ab67616d0000b2739e714501730245ec76623000
Fim de Semana no Rio,Teto,2,2022,3,30,"32,542",61.0,"174,165,147",16.0,,13.0,"95,640","50,042",81,1,0,29,75,7,97,27,66,93,https://i.scdn.co/image/ab67616d0000b273d76c8651dba335b22a058f30
Best Time,Brent Faiyaz,3,2023,10,27,"17,828",,"149,609,501",6.0,,3.0,"503,509","185,310",173,10,0,40,29,42,2,94,74,93,https://i.scdn.co/image/ab67616d0000b273ceb160561269ab00b1df9678
Hot N*gga,Bobby Shmurda,2,2014,7,25,"122,568",64.0,"491,313,680",70.0,,21.0,"314,599","4,169,134",184,1,0,2,54,47,100,82,69,62,https://i.scdn.co/image/ab67616d0000b273d52e14e0595216ca453572ab
No Sufrirï¿½ï¿½ por Nadie - R,Joaquin Guiller,4,2023,3,3,"2,537",50.0,"18,550,706",,,,,"256,826",183,7,0,85,83,1,27,25,35,32,
For Tonight,Giveon,1,2021,9,24,"46,330",59.0,"259,405,297",49.0,,37.0,"415,938","1,255,610",89,11,0,39,83,21,89,28,16,0,https://i.scdn.co/image/ab67616d0000b2739b93bd3173fd6d51ac4dcca2
Barely Holdin' On,Polo G,4,2023,8,18,"22,225",59.0,"49,246,411",7.0,,14.0,"173,920","278,504",67,9,0,50,53,4,97,10,85,96,https://i.scdn.co/image/ab67616d0000b2738ac197a5f701a254c9c71dde
Lihim,Arthur Miguel,2,2023,7,28,"4,215",65.0,"68,411,628",4.0,,,,"21,919",157,9,1,83,26,6,14,95,0,99,https://i.scdn.co/image/ab67616d0000b27315bbc8e50ff9584f7999dcaa
Shake It Off (Taylor's Version),Taylor Swift,2,2023,10,26,"10,228",,"118,707,702",72.0,,6.0,"434,902","118,791",116,9,0,31,83,19,7,84,66,63,https://i.scdn.co/image/ab67616d0000b273904445d70d04eb24d6bb79ac
DICE AND ROLL,Odetari,2,2024,3,20,"2,998",,"34,391,822",2.0,,,,"164,696",170,4,1,47,58,91,47,33,79,94,https://i.scdn.co/image/ab67616d0000b2732d74285124457d217d28845f
Clara Bow,Taylor Swift,1,2024,4,18,"2,267",,"83,518,075",8.0,,,,"19,572",132,9,1,70,6,76,98,85,98,36,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
Witchy (feat. Childish Gambino),KAYTRANADA,3,2024,6,7,683,,"3,663,303",43.0,,19.0,"1,049,073","7,961",174,1,1,70,39,1,87,47,77,77,https://i.scdn.co/image/ab67616d0000b2733d1996a2dc962e53e12cb7cb
Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,4,2020,5,1,"38,826",66.0,"467,670,966",26.0,,21.0,"270,874","918,617",79,4,0,19,93,31,51,26,48,69,
